STATEFP,COUNTYFP,TRACTCE,PUMACE10
26,163,522800,03212
26,163,534800,03212
26,163,536500,03212
26,163,530900,03212
26,163,524500,03212
26,163,526500,03212
26,163,985000,03212
26,163,522400,03212
26,163,500800,03213
26,163,500900,03213
26,163,501000,03213
26,163,501100,03213
26,163,985100,03213
26,163,986600,03213
26,163,550400,03213
26,163,550300,03213
26,163,502600,03213
26,163,981700,03213
26,163,553601,03213
26,163,552000,03213
26,163,551600,03213
26,163,552801,03213
26,163,519200,03213
26,163,559800,03213
26,163,551300,03213
26,163,551400,03213
26,163,551500,03213
26,163,551700,03213
26,163,551800,03213
26,163,552100,03213
26,163,552200,03213
26,163,553100,03213
26,163,553200,03213
26,163,552300,03213
26,163,552400,03213
26,163,553000,03213
26,163,553800,03213
26,163,550100,03213
26,163,550200,03213
26,163,550500,03213
26,163,550600,03213
26,163,550700,03213
26,163,550800,03213
26,163,550900,03213
26,163,551100,03213
26,163,551200,03213
26,163,514300,03213
26,163,990100,03213
26,115,830300,03300
26,115,830200,03300
26,115,830100,03300
26,115,833700,03300
26,115,831900,03300
26,115,830400,03300
26,115,830500,03300
26,115,990000,03300
26,115,831300,03300
26,115,833100,03300
26,115,830600,03300
26,115,830700,03300
26,115,830900,03300
26,115,831000,03300
26,115,831100,03300
26,115,831800,03300
26,115,832000,03300
26,115,831600,03300
26,115,831400,03300
26,115,830802,03300
26,115,830801,03300
26,115,831202,03300
26,115,831201,03300
26,115,832700,03300
26,115,832800,03300
26,115,832900,03300
26,115,833000,03300
26,115,833200,03300
26,115,833300,03300
26,115,833500,03300
26,115,833600,03300
26,115,833800,03300
26,115,833900,03300
26,115,832100,03300
26,115,832300,03300
26,115,832400,03300
26,115,832500,03300
26,115,832600,03300
26,115,832200,03300
26,115,831500,03300
26,115,831700,03300
